Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
seems totally innovative,off-topic,0.2255514459,409,true,Positive,"",""
the price...,"price, high, market, hair",0.067400622,410,true,Negative,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,411,true,Positive,"",""
Need of a battery,off-topic,0.1223034736,412,true,Negative,"",""
"I've seen this type of product before and have tried them, they usually don't work",off-topic,0.1617829542,413,true,Negative,"",""
none,off-topic,0.0369781972,414,true,Positive,"",""
that it removes hair...others do the same as well,off-topic,0.2045256325,415,true,Negative,"",""
n/a,off-topic,0.0,416,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,417,true,Positive,"",""
battery powered,off-topic,0.0259082928,418,true,Negative,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,419,true,Positive,"",""
do not intend to use product,off-topic,0.0848820983,420,true,Negative,"",""
probably doesn't work,off-topic,0.0650249591,421,true,Negative,"",""
na,off-topic,0.0185953418,422,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,423,true,Positive,"",""
price,"price, high, market, hair",0.067400622,424,true,Negative,"",""
Probably slow to remove hair.,off-topic,0.1745853289,425,true,Negative,"",""
the price,"price, high, market, hair",0.067400622,426,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,427,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,428,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,429,true,Positive,"",""
lithium battery,off-topic,0.0213998664,430,true,Negative,"",""
Can't think of anything.,"know, everything, think, product",0.2676622651,431,true,Positive,"",""
purpose,off-topic,0.0319338932,432,true,Negative,"",""
the price is high,"price, high, market, hair",0.0953188737,433,true,Negative,"",""
The price.,"price, high, market, hair",0.0953188737,434,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,435,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,436,true,Positive,"",""
price,"price, high, market, hair",0.067400622,437,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,438,true,Positive,"",""
